author,conference,title,year
"{'Marek J. Druzdzel', 'Changhe Yuan'}",AAAI,generalized evidence pre-propagated importance sampling for hybrid bayesian networks.,2007
"{'Ron Katz', 'Sarit Kraus'}",AAAI,gender-sensitive automated negotiators.,2007
"{'Matthai Philipose', 'Jeff A. Bilmes', 'Henry A. Kautz', 'William Pentney'}",AAAI,learning large scale common sense models of everyday life.,2007
"{'Yanfen Hao', 'Tony Veale'}",AAAI,"comprehending and generating apt metaphors: a web-driven, case-based approach to figurative language.",2007
{'Sebastian Stein 0001'},AAAI,flexible provisioning of service workflows.,2007
"{'Benjamin Kuipers', 'Joseph Modayil'}",AAAI,autonomous development of a grounded object ontology by a learning robot.,2007
"{'Jan Ramon', 'Robby Goetschalckx'}",AAAI,on policy learning in restricted policy spaces.,2007
"{'Eyal Amir', 'Afsaneh Shirazi'}",AAAI,probabilistic modal logic.,2007
"{'Christian Meilicke', 'Andrei Tamilin', 'Heiner Stuckenschmidt'}",AAAI,repairing ontology mappings.,2007
"{'Nicholas L. Cassimatis', 'Magdalena D. Bugajska', 'Scott Dugas', 'Arthi Murugesan', 'Paul Bello'}",AAAI,an architecture for adaptive algorithmic hybrids.,2007
"{'Hsieh-Chuan Hung', 'Wen-Lian Hsu', 'Richard Tzong-Han Tsai'}",AAAI,identifying protein interaction abstracts with contextual bag of words.,2007
"{'Tsung-Hsiang Chang', 'Chien-Ju Ho', 'Jane Yung-jen Hsu'}",AAAI,the photoslap game: play to annotate.,2007
"{'John Horan', ""Barry O'Sullivan""}",AAAI,generating and solving logic puzzles through constraint satisfaction.,2007
"{'Jacky Baltes', 'John Anderson'}",AAAI,a mixed reality approach to undergraduate robotics education.,2007
"{'Brahim Chaib-draa', 'Camille Besse'}",AAAI,a markovian model for dynamic and constrained resource allocation problems.,2007
"{'Don Harper', 'Andrew Miller', 'M. Noman Jafri', 'Mubarak Shah', 'Javed Ahmed'}",AAAI,a vision-based system for a ugv to handle a road intersection.,2007
"{'Carles Mateu', 'Cèsar Fernández', 'Ramón Béjar', 'Carlos Ansótegui'}",AAAI,on balanced csps with high treewidth.,2007
"{'Dan Klein', 'Aria Haghighi', 'John DeNero'}",AAAI,a* search via approximate factoring.,2007
"{'Dorit Avrahami-Zilberbrand', 'Gal A. Kaminka'}",AAAI,incorporating observer biases in keyhole plan recognition (efficiently!).,2007
{'Brian Harrington'},AAAI,asknet: automated semantic knowledge network.,2007
"{'Alexei A. Efros', 'Stefan Zickler'}",AAAI,detection of multiple deformable objects using pca-sift.,2007
"{'Andreas Herzig', 'Hans P. van Ditmarsch', 'Tiago De Lima'}",AAAI,optimal regression for reasoning about knowledge and actions.,2007
"{'Ian Miguel', 'Ian P. Gent', 'Peter Nightingale', 'Christopher Jefferson'}",AAAI,data structures for generalised arc consistency for extensional constraints.,2007
"{'Lucas Bordeaux', 'Sathiamoorthy Subbarayan', 'Youssef Hamadi'}",AAAI,knowledge compilation properties of tree-of-bdds.,2007
"{'Nirmit Desai', 'Munindar P. Singh'}",AAAI,a modular action description language for protocol composition.,2007
{'Brian Harrington'},AAAI,asknet: automatically generating semantic knowledge networks.,2007
"{'Mohamed Eldawy', 'Bradley Strock', 'Charles R. Dyer', 'Andrew B. Goldberg', 'Xiaojin Zhu 0001'}",AAAI,a text-to-picture synthesis system for augmenting communication.,2007
{'Richard E. Korf'},AAAI,analyzing the performance of pattern database heuristics.,2007
"{'Maria Luisa Bonet', 'Felip Manyà', 'Jordi Levy', 'Carlos Ansótegui'}",AAAI,inference rules for high-order consistency in weighted csp.,2007
"{'Bobby D. Bryant', 'Risto Miikkulainen'}",AAAI,acquiring visibly intelligent behavior with example-guided neuroevolution.,2007
"{'Jeffrey Junfeng Pan', 'Qiang Yang 0001', 'Sinno Jialin Pan'}",AAAI,online co-localization in indoor wireless networks by dimension reduction.,2007
"{'Stéphane Grandcolas', 'Cyril Pain-Barre'}",AAAI,"filtering, decomposition and search space reduction for optimal sequential planning.",2007
"{'David Vallejo', 'Gerhard Weiss', 'Luis Jiménez', 'Carlos González-Morcillo'}",AAAI,a multi-agent approach to distributed rendering optimization.,2007
"{'Soumya Ghosh', 'Ricardo Vilalta', 'Tomasz F. Stepinski'}",AAAI,machine learning for automatic mapping of planetary surfaces.,2007
"{'Xiaocong Fan', 'John Yen'}",AAAI,r-cast: integrating team intelligence for human-centered teamwork.,2007
"{'Pranam Kolari', 'Justin Martineau', 'Anupam Joshi', 'Akshay Java', 'James Mayfield', 'Timothy W. Finin'}",AAAI,blogvox: learning sentiment classifiers.,2007
"{'Felix A. Fischer', 'Felix Brandt 0001'}",AAAI,computational aspects of covering in dominance graphs.,2007
"{'Philip S. Yu', 'Zhongfei (Mark) Zhang', 'Bo Long'}",AAAI,graph partitioning based on link distributions.,2007
"{'Paul H. Lewis', 'Nigel Shadbolt', 'Bo Hu', 'Srinandan Dasmahapatra'}",AAAI,on capturing semantics in ontology mapping.,2007
"{'James P. Delgrande', 'Aaron Hunter'}",AAAI,belief change and cryptographic protocol verification.,2007
"{'Luke K. McDowell', 'Kalyan Moy Gupta', 'David W. Aha'}",AAAI,cautious inference in collective classification.,2007
"{'Shimon Whiteson', 'Matthew E. Taylor', 'Peter Stone'}",AAAI,temporal difference and policy search methods for reinforcement learning: an empirical comparison.,2007
"{'Ana L. C. Bazzan', 'Fabiana Lorenzi', 'Mara Abel'}",AAAI,recommending travel packages upon distributed knowledge.,2007
"{'Michael L. Littman', 'Bethany R. Leffler', 'Timothy Edmunds'}",AAAI,efficient reinforcement learning with relocatable action models.,2007
{'Jin Tian'},AAAI,on the identification of a class of linear models.,2007
"{'Victor Naroditskiy', 'Amy Greenwald'}",AAAI,using iterated best-response to find bayes-nash equilibria in auctions.,2007
{'Miroslaw Truszczynski'},AAAI,"the modal logic s4f, the default logic, and the logic here-and-there.",2007
"{'Patrick G. Kenny', 'David R. Traum', 'Stacy Marsella', 'Arno Hartholt', 'William R. Swartout', 'Jonathan Gratch'}",AAAI,the more the merrier: multi-party negotiation with virtual humans.,2007
"{'Paolo Ferraris', 'Esra Erdem'}",AAAI,forgetting actions in domain descriptions.,2007
"{'Carla P. Gomes', 'Bistra N. Dilkina', 'Ashish Sabharwal'}",AAAI,the impact of network topology on pure nash equilibria in graphical games.,2007
"{'Kazunori Yamaguchi', 'Satoru Kawai', 'Shogo Takeuchi', 'Tomoyuki Kaneko'}",AAAI,visualization and adjustment of evaluation functions based on evaluation values and win probability.,2007
"{""Artur S. d'Avila Garcez"", 'Rafael V. Borges', 'Luís C. Lamb'}",AAAI,a connectionist cognitive model for temporal synchronisation and learning.,2007
"{'Ramon López de Mántaras', 'Josep Lluís Arcos', 'Manuela M. Veloso', 'Raquel Ros', 'Carles Sierra'}",AAAI,beyond individualism: modeling team playing behavior in robot soccer through case-based reasoning.,2007
"{'Avi Pfeffer', 'Shie Mannor', 'Georgios Theocharous', 'Chih-Han Yu'}",AAAI,user model and utility based power management.,2007
"{'Salma Smaoui', 'Salem Benferhat'}",AAAI,possibilistic causal networks for handling interventions: a new propagation algorithm.,2007
"{'Michael Thielscher', 'Stephan Schiffel'}",AAAI,fluxplayer: a successful general game player.,2007
"{'Craig Boutilier', 'Solomon Eyal Shimony', 'Ronen I. Brafman', 'Ajay Mani', 'Maxim Binshtok'}",AAAI,computing optimal subsets.,2007
"{'Alessandro Artale', 'Michael Zakharyaschev', 'Roman Kontchakov', 'Diego Calvanese'}",AAAI,dl-lite in the light of first-order logic.,2007
"{'Cory D. Kidd', 'Cynthia Breazeal'}",AAAI,a robotic weight loss coach.,2007
"{'Klaus Fischer 0001', 'Esteban León-Soto', 'Cristián Madrigal-Mora', 'Sven Jacobi'}",AAAI,masdispo: a multiagent decision support system for steel production and control.,2007
"{'Stefan Woltran', 'Hans Tompits', 'Johannes Oetsch'}",AAAI,facts do not cease to exist because they are ignored: relativised uniform equivalence with answer-set projection.,2007
"{'Colin McMillen', 'Manuela M. Veloso'}",AAAI,"thresholded rewards: acting optimally in timed, zero-sum games.",2007
{'Prashant Doshi'},AAAI,improved state estimation in multiagent settings with continuous or large discrete state spaces.,2007
"{'Maurizio Lenzerini', 'Giuseppe De Giacomo', 'Riccardo Rosati', 'Antonella Poggi'}",AAAI,on the approximation of instance level update and erasure in description logics.,2007
"{'Alexandre Delteil', 'Freddy Lécué'}",AAAI,making the difference in semantic web service composition.,2007
"{'Megan Smith', 'Hector Muñoz-Avila', 'Stephen Lee-Urban'}",AAAI,retaliate: learning winning policies in first-person shooter games.,2007
{'Thomas Wölfl'},AAAI,reasoning about attribute authenticity in a web environment.,2007
"{'Elsa Alves', 'Gaël Dias', 'José Gabriel Pereira Lopes'}",AAAI,topic segmentation algorithms for text summarization and passage retrieval: an exhaustive evaluation.,2007
"{'James F. Allen', 'Nathanael Chambers', 'George Ferguson', 'Hyuckchul Jung', 'Mary D. Swift', 'Lucian Galescu', 'William Taysom'}",AAAI,plow: a collaborative task learning agent.,2007
"{'Hojjat Ghaderi', 'Yves Lespérance', 'Hector J. Levesque'}",AAAI,a logical theory of coordination and joint ability.,2007
"{'Tim Oates', 'Tom Armstrong'}",AAAI,undertow: multi-level segmentation of real-valued time series.,2007
"{'Minghao Yin', 'Hai Lin 0005', 'Jigui Sun'}",AAAI,counting models using extension rules.,2007
"{'Michael M. Marefat', 'Theodore Elhourani', 'Nathan Denny'}",AAAI,a distributed constraint optimization solution to the p2p video streaming problem.,2007
"{'Guy Paillet', 'Anne Menendez'}",AAAI,fish inspection system using a parallel neural network chip and image knowledge builder application.,2007
"{'Julien Rossit', 'Sylvain Lagrue', 'Salem Benferhat'}",AAAI,an egalitarist fusion of incommensurable ranked belief bases under constraints.,2007
{'Mark Roberts'},AAAI,harnessing algorithm bias in classical planning.,2007
{'Carlos Gómez Gallo'},AAAI,handling non-sentential utterances in a continuous understanding framework.,2007
"{'Adam Anthony', 'Marie desJardins'}",AAAI,data clustering with a relational push-pull model.,2007
"{'Christopher G. Reeson', 'Kai-Chen Huang', 'Berthe Y. Choueiry', 'Kenneth M. Bayer'}",AAAI,an interactive constraint-based approach to sudoku.,2007
{'Christopher Kiekintveld'},AAAI,empirical game-theoretic methods for strategy design and analysis in complex games.,2007
"{'Stephen Clark', 'Brian Harrington'}",AAAI,asknet: automated semantic knowledge network.,2007
"{'Dan Klein', 'Slav Petrov'}",AAAI,learning and inference for hierarchically split pcfgs.,2007
{'Vibhav Gogate'},AAAI,approximate inference in probabilistic graphical models with determinism.,2007
{'Kristen Grauman'},AAAI,the pyramid match: efficient learning with partial correspondences.,2007
"{'Eric I. Hsu', 'Sheila A. McIlraith', 'Fahiem Bacchus', 'Matthew Kitching'}",AAAI,using expectation maximization to find likely assignments for solving csp's.,2007
"{'Zhi-Hua Zhou', 'Qiang Yang 0001', 'De-Chuan Zhan'}",AAAI,semi-supervised learning with very few labeled training examples.,2007
"{'Fabio Patrizi', 'Giuseppe De Giacomo', 'Sebastian Sardiña'}",AAAI,automatic synthesis of a global behavior from multiple distributed behaviors.,2007
"{'Yong Yu', 'Qiang Yang 0001', 'Gui-Rong Xue', 'Wenyuan Dai'}",AAAI,transferring naive bayes classifiers for text classification.,2007
"{'Jia-Huai You', 'Yi-Dong Shen'}",AAAI,a generalized gelfond-lifschitz transformation for logic programs with abstract constraints.,2007
"{'Tom Y. Ouyang', 'Randall Davis'}",AAAI,recognition of hand drawn chemical diagrams.,2007
"{'Julie Porteous', 'Maria Fox', 'Derek Long'}",AAAI,discovering near symmetry in graphs.,2007
"{'Pascal Van Hentenryck', 'Russell Bent'}",AAAI,randomized adaptive spatial decoupling for large-scale vehicle routing with time windows.,2007
"{'Fang Wei 0001', 'Georg Gottlob', 'Reinhard Pichler'}",AAAI,efficient datalog abduction through bounded treewidth.,2007
"{'Dimitri Marinakis', 'Ioannis M. Rekleitis', 'David Meger', 'Gregory Dudek'}",AAAI,hybrid inference for sensor network localization using a mobile robot.,2007
"{'Adi Botea', 'Patrik Haslum', 'Sven Koenig', 'Blai Bonet', 'Malte Helmert'}",AAAI,domain-independent construction of pattern database heuristics for cost-optimal planning.,2007
"{'Enrico Pontelli', 'Andrea Formisano', 'Agostino Dovier'}",AAAI,an experimental comparison of constraint logic programming and answer set programming.,2007
"{'Dimitri Marinakis', 'Gregory Dudek'}",AAAI,topological mapping with weak sensory data.,2007
"{'Deepak Madhavan', 'Yann LeCun', 'Piotr W. Mirowski'}",AAAI,time-delay neural networks and independent component analysis for eeg-based prediction of epileptic seizures propagation.,2007
"{'Marius-Calin Silaghi', 'Makoto Yokoo'}",AAAI,dynamic dfs tree in adopt-ing.,2007
"{'Marc M. Van Hulle', 'Jo Van Vaerenbergh', 'Gert Van Dijck'}",AAAI,posterior probability profiles for the automated assessment of the recovery of stroke patients.,2007
"{'Ghim-Eng Yap', 'Ah-Hwee Tan', 'HweeHwa Pang'}",AAAI,learning causal models for noisy biological data mining: an application to ovarian cancer detection.,2007
"{'Enrico Giunchiglia', 'Marco Maratea'}",AAAI,planning as satisfiability with preferences.,2007
"{'Takahiro Kawamura', 'Shinichi Nagano', 'Masumi Inaba', 'Yumiko Mizoguchi'}",AAAI,mobile service for reputation extraction from weblogs - public experiment and evaluation.,2007
"{'Rong Jin', 'Wei Tong'}",AAAI,semi-supervised learning by mixed label propagation.,2007
"{'Lise Getoor', 'Mustafa Bilgic 0001'}",AAAI,voila: efficient feature-value acquisition for classification.,2007
{'Subbarao Kambhampati'},AAAI,model-lite planning for the web age masses: the challenges of planning with incomplete and evolving domain models.,2007
"{'Li Zhang 0005', 'Chew Lim Tan', 'Andy M. Yip'}",AAAI,photometric and geometric restoration of document images using inpainting and shape-from-shading.,2007
"{'Nicolás D. Rotstein', 'Alejandro Javier García', 'Guillermo Ricardo Simari'}",AAAI,reasoning from desires to intentions: a dialectical framework.,2007
"{'Emma Rollon', 'Javier Larrosa'}",AAAI,multi-objective russian doll search.,2007
"{'Kenil C. K. Cheng', 'Roland H. C. Yap'}",AAAI,search space reduction and russian doll search.,2007
{'David R. Thompson'},AAAI,predictive exploration for autonomous science.,2007
"{'Koki Uchiyama', 'Ikki Ohmukai', 'Yutaka Matsuo', 'Tadanobu Furukawa', 'Mitsuru Ishizuka'}",AAAI,analyzing reading behavior by blog mining.,2007
{'David Poole 0001'},AAAI,"logical generative models for probabilistic reasoning about existence, roles and identity.",2007
"{'Peter R. Wurman', ""Raffaello D'Andrea"", 'Mick Mountz'}",AAAI,"coordinating hundreds of cooperative, autonomous vehicles in warehouses.",2007
"{'Kathleen T. Durant', 'Michael D. Smith 0001'}",AAAI,the impact of time on the accuracy of sentiment classifiers created from a web log corpus.,2007
"{'Matthew Klenk', 'Kenneth D. Forbus'}",AAAI,measuring the level of transfer learning by an ap physics problem-solver.,2007
{'William Thompson'},AAAI,situated conversational agents.,2007
"{'Prasenjit Mitra', 'Kun Bai', 'Ying Liu 0001', 'C. Lee Giles'}",AAAI,tablerank: a ranking algorithm for table search and retrieval.,2007
"{'Iyad Rahwan', 'Fouad Zablith', 'Chris Reed'}",AAAI,towards large scale argumentation support on the semantic web.,2007
{'Jussi Rintanen'},AAAI,asymptotically optimal encodings of conformant planning in qbf.,2007
"{'Rina Dechter', 'Radu Marinescu 0002'}",AAAI,best-first and/or search for graphical models.,2007
"{'Ross Mead', 'Jerry B. Weinberg'}",AAAI,impromptu teams of heterogeneous mobile robots.,2007
"{'Hong Ma', 'Qi Wen', 'Brenda Cheang', 'Andrew Lim', 'Wenbin Zhu', 'Zhou Xu 0001', 'Bernard Tan'}",AAAI,journal-ranking.com: an online interactive journal ranking system.,2007
"{'Ronen I. Brafman', 'Samuel Ieong', 'Nicolas S. Lambert', 'Yoav Shoham'}",AAAI,near-optimal search in continuous domains.,2007
"{'Jagadeesh Gorla', 'Amit Goyal', 'Rajeev Sangal'}",AAAI,two approaches for building an unsupervised dependency parser and their other applications.,2007
{'Michael D. Moffitt'},AAAI,on the partial observability of temporal uncertainty.,2007
"{'Inês Lynce', 'Steven David Prestwich'}",AAAI,refutation by randomised general resolution.,2007
"{'James L. Benedict', 'Luca Cinquini', 'Patrick West', 'Jose Garcia', 'Don Middleton', 'Deborah L. McGuinness', 'Peter Fox'}",AAAI,a deployed semantically-enabled interdisciplinary virtual observatory.,2007
"{'Lise Getoor', 'Indrajit Bhattacharya'}",AAAI,online collective entity resolution.,2007
"{'Duane Szafron', 'Jeff Siegel', 'Kevin Waugh', 'Jonathan Schaeffer', 'Curtis Onuczko', 'Maria Cutumisu', 'Allan Schumacher'}",AAAI,a demonstration of scriptease interruptible and resumable behaviors for crpgs.,2007
"{'Baharak Rastegari', 'Anne Condon', 'Kevin Leyton-Brown'}",AAAI,revenue monotonicity in combinatorial auctions.,2007
"{'Leslie Pack Kaelbling', 'Natalia Hernandez-Gardiol'}",AAAI,action-space partitioning for planning.,2007
"{'Ronen I. Brafman', 'Yan Virin', 'Solomon Eyal Shimony', 'Guy Shani'}",AAAI,scaling up: solving pomdps through value based clustering.,2007
"{'Xuejun Liao', 'Shihao Ji', 'Lawrence Carin', 'Ronald Parr', 'Hui Li'}",AAAI,point-based policy iteration.,2007
"{'Satinder P. Singh', 'Vishal Soni'}",AAAI,abstraction in predictive state representations.,2007
