author,conference,title,year
"{'Yuxiao Hu', 'Hector J. Levesque'}",IJCAI,a correctness result for reasoning about one-dimensional planning problems.,2011
"{'Sebastian Rudolph', 'Nadeschda Nikitina', 'Birte Glimm'}",IJCAI,reasoning-supported interactive revision of knowledge bases.,2011
"{'Amitabha Mukerjee', 'K. S. Venkatesh', 'Prithwijit Guha'}",IJCAI,ocs-14 : you can get occluded in fourteen ways.,2011
"{'Wojciech Jamroga', 'Nils Bulling'}",IJCAI,alternating epistemic mu-calculus.,2011
"{'Christian Drescher', 'Toby Walsh'}",IJCAI,translation-based constraint answer set solving.,2011
"{'Virginia Vassilevska Williams', 'Isabelle Stanton'}",IJCAI,rigging tournament brackets for weaker players.,2011
{'Chiaki Sakama'},IJCAI,dishonest reasoning by abduction.,2011
"{'Kalliopi Kravari', 'Nick Bassiliades', 'Constantinos Papatheodorou', 'Grigoris Antoniou'}",IJCAI,reasoning and proofing services for semantic web agents.,2011
"{'Ashish Kapoor', 'Alice X. Zheng', 'John Dunagan'}",IJCAI,active graph reachability reduction for network security and software engineering.,2011
"{'Alex Krimkevitch', 'Martin Hils', 'Manuel Bodirsky'}",IJCAI,tractable set constraints.,2011
"{'David M. Pennock', 'Lirong Xia'}",IJCAI,an efficient monte-carlo algorithm for pricing combinatorial prediction markets for tournaments.,2011
"{'Leo de Penning', ""Artur S. d'Avila Garcez"", 'John-Jules Ch. Meyer', 'Luís C. Lamb'}",IJCAI,a neural-symbolic cognitive agent for online learning and reasoning.,2011
"{'Félix Bou', 'Marco Cerami', 'Francesc Esteva'}",IJCAI,finite-valued lukasiewicz modal logic is pspace-complete.,2011
"{'Fan Bu', 'Yu Hao', 'Xiaoyan Zhu'}",IJCAI,semantic relationship discovery with wikipedia structure.,2011
"{'Pierre Marquis', 'Nicolas Schwind'}",IJCAI,lost in translation: language independence in propositional logic - application to belief revision and belief merging.,2011
"{'Makoto Nakatsuji', 'Yasuhiro Fujiwara', 'Ko Fujimura', 'Toshio Uchiyama'}",IJCAI,user similarity from linked taxonomies: subjective assessments of items.,2011
"{'Duane Szafron', 'Richard G. Gibson'}",IJCAI,regret minimization in multiplayer extensive games.,2011
"{'Wei Zhang 0038', 'Chew Lim Tan', 'Jian Su', 'Yan Chuan Sim'}",IJCAI,"entity linking with effective acronym expansion, instance selection, and topic modeling.",2011
"{'Hector Geffner', 'Fabio Patrizi', 'Giuseppe De Giacomo', 'Nir Lipovetzky'}",IJCAI,computing infinite plans for ltl goals using a classical planner.,2011
"{'Cho-Jui Hsieh', 'Kai-Wei Chang', 'Chih-Jen Lin', 'Hsiang-Fu Yu'}",IJCAI,large linear classification when data cannot fit in memory.,2011
"{'Ning Chen', 'Arpita Ghosh'}",IJCAI,a market clearing solution for social lending.,2011
{'Katsumi Inoue'},IJCAI,logic programming for boolean networks.,2011
"{'Abdallah Saffidine', 'Jérôme Lang', 'Edith Elkind'}",IJCAI,choosing collectively optimal sets of alternatives based on the condorcet criterion.,2011
"{'Tom Schaul', 'Mark B. Ring'}",IJCAI,q-error as a selection mechanism in modular reinforcement-learning systems.,2011
"{'Gianfranco Lamperti', 'Marina Zanella'}",IJCAI,context-sensitive diagnosis of discrete-event systems.,2011
"{'Guodong Zhou', 'Fang Kong'}",IJCAI,improve tree kernel-based event pronoun resolution with competitive information.,2011
"{'Pascal Poupart', 'Jesse Hoey', 'Robby Goetschalckx'}",IJCAI,continuous correlated beta processes.,2011
"{'Hélène Fargier', 'Olivier Spanjaard', 'Gildas Jeantet'}",IJCAI,resolute choice in sequential decision problems with multiple priors.,2011
"{'Gang Wang 0010', 'Bin Cao 0001', 'Jian-Tao Sun', 'Qiang Yang 0001', 'Xiaochuan Ni'}",IJCAI,distance metric learning under covariate shift.,2011
"{'Dengdi Sun', 'Jin Tang', 'Bin Luo', 'Chris H. Q. Ding'}",IJCAI,angular decomposition.,2011
"{'Hector Geffner', 'Miquel Ramírez'}",IJCAI,goal recognition over pomdps: inferring the intention of a pomdp agent.,2011
"{'Vincent Conitzer', 'Lirong Xia', 'Jérôme Lang'}",IJCAI,hypercubewise preference aggregation in multi-issue domains.,2011
{'Jens Witkowski'},IJCAI,trust mechanisms for online systems (extended abstract).,2011
{'Dimitrios Mavroeidis'},IJCAI,"mind the eigen-gap, or how to accelerate semi-supervised spectral learning algorithms.",2011
{'Riccardo Rosati'},IJCAI,on the complexity of dealing with inconsistency in description logic ontologies.,2011
"{'Fei Tony Liu', 'Kai Ming Ting', 'Swee Chuan Tan'}",IJCAI,fast anomaly detection for streaming data.,2011
"{'Jan Johannsen', 'Eli Ben-Sasson'}",IJCAI,lower bounds for width-restricted clause learning on formulas of small width.,2011
"{'Carsten Lutz', 'Frank Wolter'}",IJCAI,foundations for uniform interpolation and forgetting in expressive description logics.,2011
"{'Bernhard Nebel', 'Stefan Wölfl 0001', 'Matthias Westphal', 'Jochen Renz'}",IJCAI,on qualitative route descriptions: representation and computational complexity.,2011
"{'Shai Ben-David', 'Margareta Ackerman'}",IJCAI,discerning linkage-based algorithms among hierarchical clustering methods.,2011
"{'Wenye Li', 'Dale Schuurmans'}",IJCAI,modular community detection in networks.,2011
"{'Bart Selman', 'Carla P. Gomes', 'Stefano Ermon', 'Jon Conrad'}",IJCAI,risk-sensitive policies for sustainable renewable resource allocation.,2011
"{'Concha Bielza', 'Eduardo F. Morales', 'Pedro Larrañaga', 'Luis Enrique Sucar', 'Julio H. Zaragoza'}",IJCAI,bayesian chain classifiers for multidimensional classification.,2011
"{'Daniel S. Farenzena', 'Ricardo M. Araujo', 'Luís C. Lamb'}",IJCAI,towards social problem-solving with human subjects.,2011
"{'Sam Blasiak', 'Huzefa Rangwala'}",IJCAI,a hidden markov model variant for sequence classification.,2011
"{'Jordan Tyler Thayer', 'Wheeler Ruml'}",IJCAI,bounded suboptimal search: a direct approach using inadmissible estimates.,2011
"{'Nabil Layaïda', 'Alan Schmitt', 'Pierre Genevès', 'Everardo Bárcenas'}",IJCAI,"query reasoning on trees with types, interleaving, and counting.",2011
"{'Zhongyuan Wang', 'Haixun Wang', 'Weizhu Chen', 'Hongsong Li', 'Yangqiu Song'}",IJCAI,short text conceptualization using a probabilistic knowledgebase.,2011
"{'Craig Boutilier', 'Kevin Regan'}",IJCAI,eliciting additive reward functions for markov decision processes.,2011
{'Zijian Zhao'},IJCAI,conics with a common axis of symmetry: properties and applications to camera calibration.,2011
"{'Patrick Krümpelmann', 'Gabriele Kern-Isberner'}",IJCAI,a constructive approach to independent and evidence retaining belief revision by general information sets.,2011
"{'Umberto Grandi', 'Ulle Endriss'}",IJCAI,binary aggregation with integrity constraints.,2011
"{'Pingzhong Tang', 'Tuomas Sandholm'}",IJCAI,approximating optimal combinatorial auctions for complements using restricted welfare maximization.,2011
"{'Hector Geffner', 'Blai Bonet'}",IJCAI,planning under partial observability by classical replanning: theory and experiments.,2011
"{'Susan Craw', 'Robin Boswell', 'Stewart Massie', 'Ben Horsburgh'}",IJCAI,finding the hidden gems: recommending untagged music.,2011
"{'Zhiwei Xu', 'Tianshi Chen', 'Yunji Chen', 'Qi Guo', 'Zhi-Hua Zhou', 'Weiwu Hu'}",IJCAI,effective and efficient microprocessor design space exploration using unlabeled design configurations.,2011
"{'Marc Esteva', 'Maite López-Sánchez', 'Javier Morales'}",IJCAI,using experience to generate new regulations.,2011
"{'Thomas Léauté', 'Boi Faltings'}",IJCAI,coordinating logistics operations with privacy guarantees.,2011
"{'Jiawei Han 0001', 'Quanquan Gu', 'Chris H. Q. Ding'}",IJCAI,on trivial solution and scale transfer problems in graph regularized nmf.,2011
"{'Simina Brânzei', 'Kate Larson'}",IJCAI,social distance games.,2011
"{'Magdalena Ortiz', 'Mantas Simkus', 'Diego Calvanese'}",IJCAI,containment of regular path queries under description logic constraints.,2011
"{'Victor Lavrenko', 'Harry Halpin'}",IJCAI,relevance feedback between web search and the semantic web.,2011
"{'Mitsuru Ishizuka', 'Yutaka Matsuo', 'Danushka Bollegala'}",IJCAI,relation adaptation: learning to extract novel relations with minimum supervision.,2011
"{'Loukas Georgiou', 'William John Teahan'}",IJCAI,constituent grammatical evolution.,2011
"{'Da Kuang', 'Xiao Li', 'Charles X. Ling'}",IJCAI,a new search engine integrating hierarchical browsing and keyword search.,2011
{'David Fernández-Duque'},IJCAI,tangled modal logic for spatial reasoning.,2011
"{'Valentin Robu', 'Enrico H. Gerding', 'Nicholas R. Jennings', 'Colin R. Williams'}",IJCAI,using gaussian processes to optimise concession in complex negotiations against unknown opponents.,2011
"{'David Pearce 0001', 'Levan Uridia'}",IJCAI,an approach to minimal belief via objective belief.,2011
"{'Maosong Sun', 'Yabin Zheng', 'Chen Li 0001'}",IJCAI,chime: an efficient error-tolerant chinese pinyin input method.,2011
"{'Manuela M. Veloso', 'Can Erdogan'}",IJCAI,action selection via learning behavior patterns in multi-robot systems.,2011
"{'Zhenglu Yang', 'Masaru Kitsuregawa'}",IJCAI,efficient searching top-k semantic similar words.,2011
"{'Zhi Qiang Zhuang', 'Maurice Pagnucco'}",IJCAI,transitively relational partial meet horn contraction.,2011
"{'Jane Yung-jen Hsu', 'Yen-Ling Kuo'}",IJCAI,resource-bounded crowd-sourcing of commonsense knowledge.,2011
"{'Jun Matsuno', 'Toru Ishida'}",IJCAI,constraint optimization approach to context based word selection.,2011
"{'Koji Yatani', 'Andrew Trusty', 'Michael Novati', 'Khai N. Truong'}",IJCAI,analysis of adjective-noun word pair extraction methods for online review summarization.,2011
"{'Alexandra Goultiaeva', 'Allen Van Gelder', 'Fahiem Bacchus'}",IJCAI,a uniform approach for generating proofs and strategies for both true and false qbf formulas.,2011
"{'Jeff Pasternack', 'Dan Roth'}",IJCAI,making better informed trust decisions with generalized fact-finding.,2011
{'Li Zhang'},IJCAI,affect sensing in metaphorical phenomena and dramatic interaction context.,2011
"{'Anthony G. Cohn', 'Huanhuan Chen'}",IJCAI,buried utility pipeline mapping based on multiple spatial data sources: a bayesian data fusion approach.,2011
"{'Daniele Porello', 'Joel Uckelman', 'Ulle Endriss', 'Stéphane Airiau', 'Umberto Grandi'}",IJCAI,aggregating dependency graphs into voting agendas in multi-issue elections.,2011
"{'Zhengyu Yin', 'Milind Tambe'}",IJCAI,continuous time planning for multiagent teams with temporal constraints.,2011
"{'Zhenhui Li', 'Jiawei Han 0001', 'Quanquan Gu'}",IJCAI,joint feature selection and subspace learning.,2011
"{'Volkan Isler', 'Deepak Bhadauria'}",IJCAI,capturing an evader in a polygonal environment with obstacles.,2011
"{'Michael Bartholomew', 'Joohyung Lee', 'Yunsong Meng'}",IJCAI,first-order extension of the flp stable model semantics via modified circumscription.,2011
"{'Wenjie Li', 'Ji Wang', 'Qin Lu', 'Ting Wang', 'Jintao Tang'}",IJCAI,a wikipedia based semantic graph model for topic tracking in blogsphere.,2011
"{'Svetlana Obraztsova', 'Noam Hazon', 'Edith Elkind'}",IJCAI,ties matter: complexity of voting manipulation revisited.,2011
"{'Haris Aziz 0001', 'Felix Brandt 0001', 'Hans Georg Seedig'}",IJCAI,optimal partitions in additively separable hedonic games.,2011
"{'Kyriakos Mouratidis', 'Jilian Zhang', 'HweeHwa Pang'}",IJCAI,heuristic algorithms for balanced multi-way number partitioning.,2011
"{'Stefan Wölfl 0001', 'Manuel Bodirsky'}",IJCAI,rcc8 is polynomial on networks of bounded treewidth.,2011
"{'Wen Gao 0001', 'Jie Chen 0006', 'Rongrong Ji', 'Hongxun Yao', 'Ling-Yu Duan', 'Tiejun Huang'}",IJCAI,learning compact visual descriptor for low bit rate mobile landmark search.,2011
"{'Pascal Van Hentenryck', 'Justin Yip'}",IJCAI,symmetry breaking via lexleader feasibility checkers.,2011
"{'Markus Brill', 'Felix Brandt 0001', 'Hans Georg Seedig'}",IJCAI,on the fixed-parameter tractability of composition-consistent tournament solutions.,2011
"{'Giovanni Casini', 'Umberto Straccia'}",IJCAI,defeasible inheritance-based description logics.,2011
"{'Jason Weston', 'Samy Bengio', 'Nicolas Usunier'}",IJCAI,wsabie: scaling up to large vocabulary image annotation.,2011
"{'Mehdi Kaytoue', 'Sergei O. Kuznetsov', 'Amedeo Napoli'}",IJCAI,revisiting numerical pattern mining with formal concept analysis.,2011
"{'Ofer Arieli', 'Anna Zamansky', 'Arnon Avron'}",IJCAI,what is an ideal logic for reasoning with inconsistency?.,2011
"{'Shie Mannor', 'Huan Xu'}",IJCAI,probabilistic goal markov decision processes.,2011
"{'Wee-Chong Oon', 'Zhaoyi Zhang', 'Andrew Lim', 'Wenbin Zhu', 'Songshan Guo'}",IJCAI,space defragmentation heuristic for 2d and 3d bin packing problems.,2011
"{'Paulo T. Guerra', 'Renata Wassermann'}",IJCAI,belief revision on computation tree logic.,2011
{'Ko-Hsin Cindy Wang'},IJCAI,tractable massively multi-agent pathfinding with solution quality and completeness guarantees.,2011
"{'Stephan Gspandl', 'Ingo Pill', 'Gerald Steinbauer', 'Alexander Ferrein', 'Michael Reip'}",IJCAI,belief management for high-level robot programs.,2011
"{'Ian D. Watson', 'Jonathan Rubin'}",IJCAI,on combining decisions from multiple expert imitators for performance.,2011
"{'Avi Pfeffer', 'Dimitrios Antos'}",IJCAI,using emotions to enhance decision-making.,2011
{'Maria Vanina Martinez'},IJCAI,contributions to personalizable knowledge integration.,2011
"{'Valerio Grossi', 'Alessandro Sperduti'}",IJCAI,kernel-based selective ensemble learning for streams of trees.,2011
{'Yi-Dong Shen'},IJCAI,well-supported semantics for description logic programs.,2011
"{'Michael Buro', 'Timothy Furtak'}",IJCAI,using payoff-similarity to speed up search.,2011
"{'Ana Cristina Mendes', 'Luísa Coheur'}",IJCAI,an approach to answer selection in question-answering based on semantic relations.,2011
"{'Michael Buro', 'Jeffrey Richard Long'}",IJCAI,real-time opponent modeling in trick-taking card games.,2011
"{'Michael R. Fellows', 'Nina Narodytska', 'Tobias Friedrich 0001', 'Danny Hermelin', 'Frances A. Rosamond'}",IJCAI,constraint satisfaction problems: convexity makes alldifferent constraints tractable.,2011
"{'Richard D. Lawrence', 'Vijil Chenthamarakshan', 'Vikas Sindhwani', 'Prem Melville'}",IJCAI,concept labeling: building text classifiers with minimal supervision.,2011
"{'Emad A. M. Andrews', 'Anthony J. Bonner'}",IJCAI,explaining genetic knock-out effects using cost-based abduction.,2011
"{'Carlos Guestrin', 'Dafna Shahaf'}",IJCAI,connecting the dots between news articles.,2011
"{'Yong Yu', 'Pei Yue', 'Yunbo Cao', 'Zhiyuan Chen', 'Jiamin Zhu', 'Chin-Yew Lin'}",IJCAI,leveraging unlabeled data to scale blocking for record linkage.,2011
"{'Patricia Gutierrez', 'Pedro Meseguer'}",IJCAI,distributed constraint optimization problems related with soft arc consistency.,2011
"{'Abner Guzmán-Rivera', 'Eyal Amir', 'Jaesik Choi'}",IJCAI,lifted relational kalman filtering.,2011
"{'Heng Huang', 'Chris H. Q. Ding', 'Hua Wang', 'Feiping Nie', 'Dijun Luo'}",IJCAI,robust principal component analysis with non-greedy l1-norm maximization.,2011
"{'Yannick Pencolé', 'Nuno Belard', 'Michel Combacau'}",IJCAI,a theory of meta-diagnosis: reasoning about diagnostic systems.,2011
{'Gavin Rens'},IJCAI,from an agent logic to an agent programming language for partially observable stochastic domains.,2011
"{'Mitsuru Ishizuka', 'Danushka Bollegala', 'Nozomi Nori'}",IJCAI,"interest prediction on multinomial, time-evolving social graph.",2011
"{'Tomasz P. Michalak', 'Nicholas R. Jennings', 'Talal Rahwan'}",IJCAI,minimum search to establish worst-case guarantees in coalition structure generation.,2011
"{'Alejandro Agostini', 'Florentin Wörgötter', 'Carme Torras'}",IJCAI,integrating task planning and interactive learning for robots to work in human environments.,2011
{'Min-Ling Zhang'},IJCAI,lift: multi-label learning with label-specific features.,2011
"{'Zheng Yang', 'Haifeng Liu', 'Zhaohui Wu'}",IJCAI,locality-constrained concept factorization.,2011
"{'Michele Piunti', 'Rino Falcone', 'Cristiano Castelfranchi', 'Matteo Venanzi'}",IJCAI,facing openness with socio-cognitive trust and categories.,2011
"{'Eleanor Birrell', 'Rafael Pass'}",IJCAI,approximately strategy-proof voting.,2011
"{'Zhiqi Shen', 'Junfa Liu', 'Mingjie Liu', 'Yiqiang Chen', 'Zhongtang Zhao'}",IJCAI,cross-people mobile-phone based activity recognition.,2011
"{'Fabio Patrizi', 'Francesco Belardinelli', 'Alessio Lomuscio'}",IJCAI,a computationally-grounded semantics for artifact-centric systems and abstraction results.,2011
"{'Massimiliano Albanese', 'V. S. Subrahmanian', 'Antonio Picariello', 'Cristian Molinaro', 'Fabio Persia'}",IJCAI,"finding ""unexplained"" activities in video.",2011
"{'Henry Prakken', 'Bas van Gijzel'}",IJCAI,relating carneades with abstract argumentation.,2011
"{'Shinji Wanatabe', 'Hiroshi Sawada', 'Tomoharu Iwata'}",IJCAI,fashion coordinates recommender system using photographs from fashion magazines.,2011
"{'Ryan Luna', 'Kostas E. Bekris'}",IJCAI,push and swap: fast cooperative path-finding with completeness guarantees.,2011
"{'Andrew M. Finch', 'Wei Song', 'Eiichiro Sumita', 'Kumiko Tanaka-Ishii'}",IJCAI,picotrans: using pictures as input for machine translation on mobile devices.,2011
"{'Svetlana Obraztsova', 'Edith Elkind'}",IJCAI,on the complexity of voting manipulation under randomized tie-breaking.,2011
{'Keith Sullivan'},IJCAI,multiagent hierarchical learning from demonstration.,2011
"{'Xiaoli Li 0001', 'Minh Nhut Nguyen', 'See-Kiong Ng'}",IJCAI,positive unlabeled leaning for time series classification.,2011
{'Nicola Vitucci'},IJCAI,autonomous object manipulation: a semantic-driven approach.,2011
"{'Rosaria Conte', 'Giulia Andrighetto', 'Jordi Sabater-Mir', 'Daniel Villatoro'}",IJCAI,dynamic sanctioning for robust and cost-efficient norm compliance.,2011
"{'Roberto Navigli', 'Paola Velardi', 'Stefano Faralli'}",IJCAI,a graph-based algorithm for inducing lexical taxonomies from scratch.,2011
"{'Daniel Golovin', 'Andreas Krause 0001', 'Alex Roper'}",IJCAI,randomized sensing in adversarial environments.,2011
{'Reshef Meir'},IJCAI,research proposal: cooperation among self interested agents.,2011
"{'Enrico Franconi', 'Balder ten Cate', 'Inanç Seylan'}",IJCAI,beth definability in expressive description logics.,2011
"{'Giuseppe Carenini', 'Shafiq R. Joty', 'Chin-Yew Lin'}",IJCAI,unsupervised modeling of dialog acts in asynchronous conversations.,2011
{'Nicholas Mattei'},IJCAI,decision making under uncertainty: social choice and manipulation.,2011
"{'Jeffrey S. Rosenschein', 'Reshef Meir', 'Enrico Malizia'}",IJCAI,"subsidies, stability, and restricted cooperation in coalitional games.",2011
"{'Dijun Luo', 'Heng Huang', 'Chris H. Q. Ding'}",IJCAI,cluster indicator decomposition for efficient matrix factorization.,2011
"{'Anton Belov', 'Zbigniew Stachniak', 'Matti Järvisalo'}",IJCAI,depth-driven circuit-level stochastic local search for sat.,2011
{'Hao Ding'},IJCAI,control of robotic systems for safe interaction with human operators.,2011
"{'Serena Villata', 'Guido Boella', 'Leendert W. N. van der Torre'}",IJCAI,attack semantics for abstract argumentation.,2011
"{'Charles F. K. Siu', 'Yat Chiu Law', 'Arnaud Lallouet', 'Jimmy Ho-Man Lee'}",IJCAI,constraint programming on infinite data streams.,2011
"{'Laura M. Hiatt', 'Anthony M. Harrison', 'J. Gregory Trafton'}",IJCAI,accommodating human variability in human-robot teams through theory of mind.,2011
"{'Myra Spiliopoulou', 'Eleftherios Spyromitros Xioufis', 'Grigorios Tsoumakas', 'Ioannis P. Vlahavas'}",IJCAI,dealing with concept drift and class imbalance in multi-label stream classification.,2011
"{'Wei Wu', 'Yuejie Zhang', 'Xiangyang Xue', 'Cheng Jin', 'Lei Cen'}",IJCAI,fusion of multiple features and supervised learning for chinese oov term detection and pos guessing.,2011
"{'Mehdi Dastani', 'Nils Bulling'}",IJCAI,verifying normative behaviour via normative mechanism design.,2011
"{'Sören Auer', 'Axel-Cyrille Ngonga Ngomo'}",IJCAI,limes - a time-efficient approach for large-scale link discovery on the web of data.,2011
"{'Ulit Jaidee', 'David W. Aha', 'Héctor Muñoz-Avila'}",IJCAI,integrated learning for goal-driven autonomy.,2011
{'Jussi Rintanen'},IJCAI,"planning with sat, admissible heuristics and a*.",2011
"{'Carlos Hernández', 'Jorge A. Baier'}",IJCAI,real-time heuristic search with depression avoidance.,2011
"{'Wei Chen 0013', 'Xiaorui Sun', 'Yajun Wang', 'Zhenming Liu'}",IJCAI,community detection in social networks through community formation games.,2011
"{'Sylvain Bouveret', 'Jérôme Lang'}",IJCAI,a general elicitation-free protocol for allocating indivisible goods.,2011
"{'Mathijs de Weerdt', 'Sicco Verwer', 'Cees Witteveen'}",IJCAI,learning driving behavior by timed syntactic pattern recognition.,2011
"{'James P. McGlothlin', 'Bhavani M. Thuraisingham', 'Latifur Khan'}",IJCAI,rdfkb: a semantic web knowledge base.,2011
"{'Qiang Yang 0001', 'Derek Hao Hu'}",IJCAI,transfer learning for activity recognition via sensor mapping.,2011
"{'Atsushi Iwasaki', 'Makoto Kitaki', 'Suguru Ueda', 'Makoto Yokoo'}",IJCAI,concise characteristic function representations in coalitional games based on agent types.,2011
{'Loizos Michael'},IJCAI,causal learnability.,2011
{'David McSherry'},IJCAI,minimally complete recommendations.,2011
"{'Tomas Lööw', 'Peter Jonsson'}",IJCAI,discrete-time temporal reasoning with horn dlrs.,2011
"{'Enrico Pontelli', 'Federico Fogolari', 'Agostino Dovier', 'Alessandro Dal Palù'}",IJCAI,exploring protein fragment assembly using clp.,2011
"{'Longbing Cao', 'Bo Liu 0002', 'Chengqi Zhang', 'Yanshan Xiao', 'Zhifeng Hao', 'Jie Yin'}",IJCAI,similarity-based approach for positive and unlabeled learning.,2011
"{'Kennard Laviers', 'Gita Sukthankar'}",IJCAI,a real-time opponent modeling system for rush football.,2011
"{'Martin Ester', 'Mohsen Jamali'}",IJCAI,a transitivity aware matrix factorization model for recommendation in social networks.,2011
"{'Wen-tau Yih', 'Rajhans Samdani'}",IJCAI,domain adaptation with ensemble of feature groups.,2011
"{'Vincent Wenchen Zheng', 'Qiang Yang 0001'}",IJCAI,user-dependent aspect model for collaborative activity recognition.,2011
{'Marc Pujol-Gonzalez'},IJCAI,multi-agent coordination: dcops and beyond.,2011
"{'Siu Cheung Hui', 'Tam T. Nguyen', 'Kuiyu Chang'}",IJCAI,distribution-aware online classifiers.,2011
{'Richard E. Korf'},IJCAI,a hybrid recursive multi-way number partitioning algorithm.,2011
"{'Claude-Guy Quimper', 'Pierre Ouellet'}",IJCAI,the multi-inter-distance constraint.,2011
"{'Luca Maria Gambardella', 'Dan Claudiu Ciresan', 'Jürgen Schmidhuber', 'Jonathan Masci', 'Ueli Meier'}",IJCAI,"flexible, high performance convolutional neural networks for image classification.",2011
"{'Roman Kontchakov', 'Ian Pratt-Hartmann', 'Yavor Nenov', 'Michael Zakharyaschev'}",IJCAI,on the decidability of connectedness constraints in 2d and 3d euclidean spaces.,2011
"{'Yongyi Mao', 'Richong Zhang', 'Thomas T. Tran'}",IJCAI,"recommender systems from ""words of few mouths"".",2011
"{'Pascal Denis', 'Philippe Muller'}",IJCAI,predicting globally-coherent temporal structures from texts via endpoint inference and graph decomposition.,2011
{'Robert A. Kowalski'},IJCAI,artificial intelligence and human thinking.,2011
"{'Mike Smith 0002', 'Paul M. Newman', 'Ingmar Posner'}",IJCAI,adaptive data compression for robot perception.,2011
"{'Jan Treur', 'Mark Hoogendoorn', 'Rianne van Lambalgen'}",IJCAI,modeling situation awareness in human-like agents using mental models.,2011
"{'Alejandro Agostini', 'Enric Celaya'}",IJCAI,a competitive strategy for function approximation in q-learning.,2011
"{'Mario Gorga', 'Víctor Ponce-López', 'Sergio Escalera', 'Xavier Baró'}",IJCAI,human behavior analysis from video data using bag-of-gestures.,2011
"{'Dan Roth', 'Dan Goldwasser'}",IJCAI,learning from natural instructions.,2011
{'Guido Fiorino'},IJCAI,refutation in dummett logic using a sign to express the truth at the next possible world.,2011
"{'Johannes Fürnkranz', 'Frederik Janssen'}",IJCAI,heuristic rule-based regression via dynamic reduction to classification.,2011
"{'Luis C. Cobo', 'Andrea Lockerd Thomaz', 'Charles Lee Isbell Jr.', 'Peng Zang'}",IJCAI,automatic state abstraction from demonstration.,2011
"{'Philip P. Kime', 'Joanna Bryson'}",IJCAI,just an artifact: why machines are perceived as moral agents.,2011
"{'Patrick Maupin', 'Xiaowei Huang', 'Ron van der Meyden'}",IJCAI,model checking knowledge in pursuit evasion games.,2011
"{'Pascal Van Hentenryck', 'Dario Pacino'}",IJCAI,large neighborhood search and adaptive randomized decompositions for flexible jobshop scheduling.,2011
"{'Alper Aydemir', 'Hendrik Zender', 'Jeremy L. Wyatt', 'Marc Hanheide', 'Andrzej Pronobis', 'Nick Hawes', 'Charles Gretton', 'Moritz Göbelbecker', 'Richard Dearden'}",IJCAI,exploiting probabilistic knowledge under uncertain sensing for efficient robot behaviour.,2011
"{'Martin Gebser', 'Torsten Schaub', 'Orkunt Sabuncu'}",IJCAI,finite model computation via answer set programming.,2011
"{'Farokh B. Bastani', 'Jicheng Fu', 'Vincent Ng', 'I-Ling Yen'}",IJCAI,simple and fast strong cyclic planning for fully-observable nondeterministic planning problems.,2011
"{'Brandon M. Malone', 'XiaoJian Wu', 'Changhe Yuan'}",IJCAI,learning optimal bayesian networks using a* search.,2011
"{'Yun Fu 0001', 'Ming Shao', 'Siyu Xia'}",IJCAI,kinship verification through transfer learning.,2011
"{'Ximing Wen', 'Yongmei Liu 0001'}",IJCAI,on the progression of knowledge in the situation calculus.,2011
"{'Tian Liu', 'Kaile Su', 'Xiaxiang Lin', 'Ke Xu 0001', 'Chaoyi Wang'}",IJCAI,large hinge width on sparse random hypergraphs.,2011
"{'Shenghui Wang', 'Paul T. Groth'}",IJCAI,a framework for longitudinal influence measurement between communication content and social networks.,2011
"{'Arvind Agarwal', 'Hal Daumé III'}",IJCAI,a geometric view of conjugate priors.,2011
"{'Kristian Kersting', 'Prasad Tadepalli', 'Sriraam Natarajan', 'Saket Joshi', 'Jude W. Shavlik'}",IJCAI,imitation learning in relational domains: a functional-gradient boosting approach.,2011
"{'Aurélie Favier', 'Thomas Schiex', 'Andrés Legarra', 'Simon de Givry'}",IJCAI,pairwise decomposition for combinatorial optimization in graphical models.,2011
"{'Stefan Borgwardt', 'Rafael Peñaloza'}",IJCAI,description logics over lattices with multi-valued ontologies.,2011
"{'João Gama', 'Petr Kosina'}",IJCAI,learning decision rules from data streams.,2011
"{'Xiaoming Jin', 'Dou Shen', 'Mengen Chen'}",IJCAI,short text classification improved by learning multi-granularity topics.,2011
"{'Sébastien Picault', 'Philippe Mathieu'}",IJCAI,an interaction-oriented model for multi-scale simulation.,2011
"{'Marco De Luca', 'Dave Cliff'}",IJCAI,human-agent auction interactions: adaptive-aggressive agents dominate.,2011
"{'Pascal Bercher', 'Thomas Geier'}",IJCAI,on the decidability of htn planning with task insertion.,2011
{'Son Thanh To'},IJCAI,on the impact of belief state representation in planning under uncertainty.,2011
{'David Feil-Seifer'},IJCAI,towards spatial methods for socially assistive robotics: validation with children with autism spectrum disorders.,2011
"{'Jan Noessner', 'Heiner Stuckenschmidt', 'Mathias Niepert'}",IJCAI,log-linear description logics.,2011
"{'Pascal Poupart', 'Kee-Eung Kim', 'Dongho Kim', 'Jaesong Lee'}",IJCAI,point-based value iteration for constrained pomdps.,2011
"{'Yuejie Zhang', 'Jianping Fan 0001', 'Xiangyang Xue', 'Cheng Jin', 'Lei Cen'}",IJCAI,learning inter-related statistical query translation models for english-chinese bi-directional clir.,2011
"{'Zekai Jacob Gao', 'Tatdow Pansombut', 'Nagiza F. Samatova', 'Brent E. Harrison', 'William Hendrix'}",IJCAI,biclustering-driven ensemble of bayesian belief network classifiers for underdetermined problems.,2011
